SingleThreaded_cpu,SingleThreaded_wall,SingleThreadedSimd_cpu,SingleThreadedSimd_wall,OpenMP_cpu,OpenMP_wall,OpenMPSimd_cpu,OpenMPSimd_wall,CUDA_cpu,CUDA_wall,CUDASimd_cpu,CUDASimd_wall
968059,968071,354011,354010,5.13425e+06,95099,3.33641e+06,86612,995,1001,850,854
966395,966429,354516,354513,6.74192e+06,103418,3.84724e+06,15959,993,1000,849,854
966296,966297,355643,355642,3.93087e+06,22571,3.78906e+06,88430,994,1000,854,860
966311,966395,361960,362102,5.44917e+06,88679,4.54819e+06,90012,999,1006,857,862
966909,966946,356762,356762,5.38656e+06,99555,2.93841e+06,14041,997,1003,854,859
967705,967708,356867,356910,4.75801e+06,86117,3.67545e+06,89936,996,1001,865,871
965579,965587,362571,362571,5.76102e+06,99076,3.69515e+06,18222,1001,1007,855,861
965740,965764,361333,361332,5.63397e+06,97074,3.5191e+06,82940,996,1002,858,864
965800,965799,361952,362031,5.68763e+06,100031,3.81823e+06,17290,993,999,859,865
965620,965624,361380,361380,5.66701e+06,27117,3.42669e+06,87486,994,1000,852,857
965935,965961,360330,360329,5.03326e+06,87118,3.71047e+06,18031,994,999,849,855
965823,965816,360083,360091,5.44624e+06,95665,2.95803e+06,83530,994,1000,854,860
965591,965592,358473,358473,4.94671e+06,92472,3.75272e+06,92056,994,1000,856,862
978582,978739,360194,360243,5.69913e+06,99091,3.56037e+06,18250,995,1001,851,857
1.00824e+06,1.00902e+06,359406,359405,5.72119e+06,97185,3.71369e+06,81385,996,1003,850,855
966848,967465,354570,354569,5.50165e+06,25465,3.83499e+06,17490,997,1003,851,856
966443,967052,357058,357118,5.70082e+06,96303,3.89052e+06,89521,993,1000,850,854
966276,966880,357899,357897,5.36317e+06,98787,3.6028e+06,17414,994,1000,851,855
966385,967028,357999,357999,5.69071e+06,97304,3.28394e+06,85215,996,1001,851,856
967144,967662,354395,354407,4.68786e+06,86720,3.65224e+06,88642,993,999,852,857
968137,968226,354376,354375,5.85995e+06,97981,3.74473e+06,17519,995,1001,851,856
968111,968874,353941,353945,5.69965e+06,98214,3.47133e+06,84638,992,998,851,855
987261,987289,341532,341634,5.63858e+06,101132,4.14473e+06,17203,995,1001,850,855
968114,968414,338006,338004,5.65226e+06,26729,3.70711e+06,90653,995,1000,852,857
966766,967058,354504,354501,4.93066e+06,89374,3.60632e+06,17533,995,1000,858,864
966659,966926,354117,354162,4.30534e+06,88482,3.5305e+06,85341,994,999,862,869
966237,966504,353984,353982,6.12582e+06,98226,3.41456e+06,87367,995,1001,862,868
966207,966471,353986,353994,5.50306e+06,96760,3.94448e+06,17518,993,999,851,856
965905,966181,354116,354114,5.49987e+06,97769,3.2704e+06,84337,995,1001,852,856
966049,966313,354011,354008,5.68816e+06,28429,3.98944e+06,17379,993,999,852,857
966108,966797,354077,354104,5.64002e+06,92639,3.80139e+06,90589,994,1000,848,853
966535,967419,354201,354199,5.4643e+06,95325,3.83735e+06,97939,993,999,852,858
966731,967413,354158,354156,6.57169e+06,96662,3.66685e+06,17601,996,1002,857,863
966956,967751,354229,354388,4.15489e+06,91717,3.21064e+06,74108,995,1001,851,856
967355,967671,353892,353889,5.66767e+06,97104,3.90304e+06,17933,996,1002,849,854
966736,967079,353870,353868,5.53583e+06,99853,3.81495e+06,87437,992,999,850,855
967438,967956,353907,353906,5.70179e+06,29206,3.76486e+06,17685,995,1000,849,853
966582,966840,353904,353902,5.00492e+06,90964,3.07338e+06,85619,992,998,850,854
966905,967188,353920,353918,5.70586e+06,99894,3.88869e+06,91908,996,1002,852,857
966697,966958,354191,354189,4.48072e+06,84790,3.72263e+06,17179,994,1000,850,855
966900,967158,353913,353911,5.48928e+06,95449,3.6122e+06,84723,995,1001,882,854
967053,967308,353877,353874,5.9242e+06,99982,3.92686e+06,17020,990,995,849,853
967210,967504,353866,353864,5.67616e+06,98873,3.65714e+06,88977,986,991,851,856
966811,967126,353948,353946,5.69929e+06,27546,3.74827e+06,17323,996,1002,851,857
966801,967096,354147,354145,5.25391e+06,91097,3.62471e+06,86919,993,999,849,854
967433,967715,353825,353823,5.64518e+06,97701,3.61747e+06,88046,992,996,851,856
966835,967120,353900,353897,4.59697e+06,87785,3.6584e+06,17399,989,994,849,854
967095,967920,354264,354262,5.76325e+06,100042,3.26172e+06,83249,991,997,850,855
967092,967733,353902,353899,5.54745e+06,100048,3.9159e+06,17213,995,1000,859,865
967015,967735,353928,353926,5.36961e+06,26291,4.69214e+06,96460,989,994,853,858
966901,967493,353765,353763,5.52645e+06,91187,2.75546e+06,11060,987,993,849,854
966881,967734,353991,353990,5.22603e+06,96415,3.72647e+06,87311,996,1002,853,858
967128,968037,354075,354073,5.12569e+06,88810,3.64136e+06,89659,996,1002,856,863
966702,967602,336681,336679,5.56173e+06,99277,4.90512e+06,23573,992,998,856,862
967133,968064,330772,330769,5.49013e+06,97910,2.76954e+06,81509,994,999,853,857
966706,967619,339813,339811,5.45514e+06,95139,3.72413e+06,17684,995,1001,851,855
967293,968284,353979,353977,5.44356e+06,29479,3.28804e+06,83576,995,1001,850,855
966949,968213,353945,353942,5.332e+06,93762,3.72813e+06,90333,995,1002,851,856
967030,967959,354118,354207,5.25888e+06,88814,3.90483e+06,17124,999,1005,852,857
966826,967792,354156,354154,4.94831e+06,93315,4.71412e+06,89802,999,1007,849,854
966640,967902,347366,347364,5.09685e+06,96818,2.68242e+06,10873,1002,1007,850,855
966894,968066,353386,353385,5.34903e+06,27925,3.21581e+06,86960,993,999,852,857
967441,968747,354179,354194,5.15549e+06,92582,4.1299e+06,17012,991,996,855,861
966790,968158,354582,354588,5.27102e+06,96692,3.62895e+06,89183,991,997,853,858
966915,968304,354539,354537,4.86142e+06,87234,3.72806e+06,90867,994,1001,851,855
966848,968238,356508,356508,4.9734e+06,95292,3.91358e+06,17190,993,999,850,855
966626,967665,359233,359311,5.05105e+06,27006,3.23457e+06,82704,991,996,853,857
966527,967496,359134,359133,5.03665e+06,91081,4.06013e+06,17193,995,1001,852,857
967044,968143,360740,360738,4.91821e+06,91998,3.40355e+06,89490,995,1002,855,860
966697,968018,355933,355964,5.01648e+06,92538,3.79738e+06,91451,994,1000,856,862
913011,913216,354204,354203,5.19217e+06,97306,3.90113e+06,17239,991,995,853,858
879457,879508,354203,354203,4.83281e+06,27033,3.16536e+06,83350,981,1000,854,860
897481,897496,355811,355812,5.35437e+06,93450,4.26675e+06,17145,994,1001,863,870
919730,919740,358849,358849,4.94597e+06,89858,3.24159e+06,86672,1021,994,856,861
901652,901645,357297,357296,4.87705e+06,92894,4.10668e+06,17212,998,1003,849,854
872349,872423,357924,357923,5.08611e+06,93376,3.60433e+06,89895,993,999,851,856
851951,851979,358259,358259,5.21363e+06,29918,3.64624e+06,89047,995,1001,856,862
890737,890959,357680,357679,5.13571e+06,90934,3.93211e+06,17175,993,999,853,857
869828,869887,358562,358562,4.66776e+06,88485,3.42466e+06,83379,991,996,849,854
877639,877778,358109,358109,5.16424e+06,95019,3.9094e+06,17318,995,1002,852,857
830755,830749,361534,361555,4.50635e+06,28005,3.40776e+06,90009,993,999,850,855
851562,851675,353983,353982,5.05422e+06,87359,3.75944e+06,91531,991,996,849,853
830571,830579,355426,355436,5.96364e+06,103265,3.95527e+06,16862,985,990,854,859
868082,868119,353942,353952,4.07712e+06,83821,3.20598e+06,83380,987,992,856,861
865915,866100,353245,353629,5.1966e+06,95824,4.29988e+06,17104,991,997,857,863
867935,868604,348672,349199,5.09945e+06,27459,3.7131e+06,91679,993,998,858,863
876673,877905,351753,352243,5.64206e+06,92071,3.92935e+06,93973,996,1001,856,861
869634,870919,345049,348415,3.82021e+06,84776,3.89794e+06,17628,998,1005,855,861
863092,864181,354447,358974,5.08972e+06,97723,4.98347e+06,86871,997,1003,853,858
885770,887123,354362,358478,5.24776e+06,29492,2.43281e+06,10697,989,994,852,857
917332,918425,354478,360222,4.97806e+06,94723,3.80378e+06,92689,998,1005,856,862
920750,921354,354319,358655,4.80645e+06,85073,3.85242e+06,17154,997,1004,853,858
864229,864664,354237,357721,4.64767e+06,92971,3.29828e+06,82935,994,1000,850,855
863654,864057,347286,349557,5.25829e+06,92388,3.49293e+06,89457,995,1001,848,854
867008,867500,355192,367742,5.97276e+06,37876,3.98527e+06,17151,995,1001,855,861
849120,849392,370068,370068,4.26999e+06,87380,3.44978e+06,83762,996,1003,856,861
890146,890781,367533,367532,4.76095e+06,84531,3.97268e+06,17227,1000,1005,854,859
891431,891850,367170,367170,5.95456e+06,103950,3.66884e+06,92864,994,1000,850,854
899768,900249,365932,365932,4.7868e+06,85806,3.8946e+06,17056,991,996,849,854
895646,896101,367209,367208,3.63709e+06,25966,3.04038e+06,83043,993,999,853,860
885580,885978,366286,366286,5.15911e+06,87041,3.53493e+06,88456,993,999,855,861
892025,892385,366021,366021,5.66678e+06,99513,3.99867e+06,17305,991,996,855,861
870220,870695,348947,348945,3.80924e+06,28060,3.10744e+06,86302,989,994,855,859
891365,891793,346685,346682,5.31995e+06,85344,4.48929e+06,17126,989,994,855,861
917896,918319,351261,351259,5.40351e+06,101441,3.41967e+06,88180,994,999,859,866
885793,886082,354822,354896,4.68617e+06,85836,3.6511e+06,91138,996,1002,853,857
894107,894534,355070,355068,4.86737e+06,94874,3.92361e+06,18010,993,999,851,855
866506,866928,354673,354671,5.69342e+06,38100,4.63353e+06,88793,993,1000,852,856
875406,875963,354644,354642,4.63279e+06,81331,2.5341e+06,10714,994,1000,856,862
860428,860900,350477,350475,4.44783e+06,86087,3.78793e+06,91077,988,993,856,861
862782,863050,350347,350347,5.92637e+06,97977,3.871e+06,23900,989,993,854,859
911793,912201,368642,368642,3.60979e+06,26398,3.66672e+06,78704,994,1001,853,858
881967,882425,365947,365948,5.04789e+06,88818,3.27283e+06,89314,993,999,850,855
860953,861230,364576,364575,4.73569e+06,87311,3.5932e+06,17591,989,993,855,861
838967,839381,363329,363329,4.59658e+06,90120,3.02101e+06,82454,992,997,862,869
847782,848273,362991,362991,4.98235e+06,27933,4.24782e+06,17239,997,1002,857,862
834582,834890,361444,361443,5.20415e+06,94198,3.75008e+06,91123,989,993,848,853
843700,844140,362584,362583,4.69173e+06,88499,3.84713e+06,22536,999,1005,858,865
861851,862259,361274,361273,4.92856e+06,90742,3.95704e+06,82939,991,996,860,866
874496,874905,360112,360123,4.96109e+06,94360,3.51113e+06,88167,997,1002,850,855
873009,873431,354289,354287,5.1687e+06,30731,3.70055e+06,17989,995,1002,851,856
820028,820386,354041,354039,4.88589e+06,93013,3.42672e+06,84112,989,994,849,854
826131,826587,353959,353956,5.14536e+06,89952,3.9832e+06,17147,988,993,856,862
835549,835922,357463,357461,4.47677e+06,91826,3.31056e+06,87387,987,992,857,863
826358,826667,353997,353995,5.00199e+06,26968,3.73057e+06,90730,994,1000,852,857
825174,825592,354049,354048,4.82904e+06,92429,3.87063e+06,16919,993,998,851,856
841302,841655,354035,354034,4.90147e+06,89148,4.8681e+06,89927,987,992,849,854
848563,848975,354116,354115,4.91287e+06,94709,2.54176e+06,10574,986,992,856,861
835191,835617,356111,361093,5.34406e+06,92490,3.16041e+06,86968,995,1001,851,855
871405,871712,364523,364539,4.96476e+06,28843,4.14044e+06,17204,990,995,852,856
840101,840501,365373,365372,5.41525e+06,92769,3.72797e+06,89987,988,993,854,859
853155,853568,350518,350516,5.00286e+06,88946,3.79829e+06,90426,989,993,850,854
838929,839294,329307,329388,5.76886e+06,99589,3.88214e+06,17026,991,997,850,855
833237,833626,320621,320619,6.18436e+06,105787,2.56228e+06,14052,991,996,857,862
840998,841437,333283,333281,3.95303e+06,38157,3.21225e+06,79500,988,993,857,862
857033,857293,350174,350187,3.69115e+06,69594,3.20216e+06,87774,992,998,856,862
865209,865681,354869,354867,5.31939e+06,81485,4.37087e+06,16944,991,996,856,863
829515,829993,354982,354980,5.30537e+06,98520,3.63747e+06,91249,988,994,854,860
834186,834495,355122,355129,5.44169e+06,97177,3.87164e+06,93273,986,991,852,857
831932,832310,355263,355261,5.65593e+06,26606,3.82941e+06,17809,989,994,850,855
909631,909889,356325,356324,5.08671e+06,92862,3.5086e+06,82739,993,999,861,867
917204,918847,356515,356596,4.47433e+06,86080,4.01822e+06,17036,991,996,863,870
936829,938388,371055,371055,5.89351e+06,98776,3.85403e+06,89650,989,994,858,862
960815,961793,369327,369347,5.73307e+06,98651,3.85329e+06,91012,991,996,850,855
964224,965308,368611,368611,5.74771e+06,98715,4.73476e+06,23738,995,1000,850,855
961040,962319,368737,368737,5.72473e+06,100316,3.80445e+06,83837,992,997,853,858
964865,966189,365845,365859,5.7226e+06,28935,2.8785e+06,10730,994,1000,852,857
957076,958265,367428,367428,5.02855e+06,88244,3.83288e+06,93018,992,998,850,855
966399,967594,358865,358878,4.53292e+06,87061,3.85417e+06,17005,993,999,850,855
966830,968073,354137,354228,5.94622e+06,98900,3.65687e+06,82672,990,995,851,857
966827,968117,354104,354102,5.65299e+06,96906,3.2974e+06,89302,989,994,857,863
967156,968345,354103,354101,5.47467e+06,99872,4.1308e+06,17192,995,1002,854,860
966428,967992,354549,354998,5.75936e+06,28751,3.83846e+06,91011,999,1005,852,857
966407,968185,353937,353934,5.13853e+06,89526,3.83543e+06,17215,989,994,848,854
964181,965500,353821,353818,5.67869e+06,99926,3.23708e+06,83400,989,994,850,855
864670,865216,354263,354260,4.66288e+06,84655,3.86365e+06,93812,998,1005,853,859
834217,834606,354168,354171,5.58822e+06,97821,3.83509e+06,17046,999,1005,856,862
836811,837300,354503,354501,5.8093e+06,101485,3.06563e+06,80153,991,997,861,867
839632,840117,354491,354489,5.44472e+06,27032,4.27443e+06,17168,990,996,890,864
852599,852972,354315,354321,5.39493e+06,90593,3.85653e+06,94364,988,993,860,866
932342,932799,358070,358083,5.20895e+06,96439,3.69588e+06,88461,994,999,856,862
931262,931661,358708,358718,4.4065e+06,87156,3.99217e+06,17124,994,1000,856,862
926357,926836,359334,359347,5.84405e+06,96912,2.98576e+06,82961,991,995,855,861
932105,932495,362273,362272,5.72039e+06,100622,4.30472e+06,17554,990,996,854,859
856646,857040,360914,360913,5.71107e+06,100653,3.61013e+06,91272,996,1002,857,863
850195,850582,357367,357391,5.66274e+06,27486,3.8696e+06,93791,993,998,856,862
879242,879714,359516,359535,5.39186e+06,87568,3.90399e+06,17438,988,993,859,864
867545,867939,359534,359533,5.54922e+06,99843,3.25712e+06,80195,997,1005,854,860
886231,886653,358857,358870,4.51156e+06,86154,4.4095e+06,17020,1000,1007,860,866
907411,907893,359121,359120,5.82227e+06,100577,3.58944e+06,90988,992,997,857,862
886708,887176,357918,357928,5.72518e+06,101281,3.80925e+06,22492,989,994,857,863
855163,855635,357438,357437,5.64502e+06,95957,2.99511e+06,78571,990,995,856,862
865858,866160,357756,357755,5.66558e+06,26920,3.68623e+06,18182,996,1002,856,862
886418,886846,357545,357543,5.29922e+06,88920,3.88413e+06,87353,1011,1000,858,864
895647,896170,358306,358305,5.61742e+06,100282,3.40147e+06,85822,992,997,856,862
875811,876357,358003,358001,4.56105e+06,87447,3.89998e+06,17107,991,997,854,860
900232,900668,358350,358348,6.03796e+06,99867,3.68765e+06,90531,998,1003,856,861
884623,885097,358328,358327,5.67975e+06,97302,3.87974e+06,16981,995,1001,854,860
884960,885433,357565,357563,5.54377e+06,95249,3.89941e+06,86876,992,997,855,861
897607,898054,359333,359333,5.82225e+06,25700,3.78816e+06,88790,994,999,858,864
905002,905457,357337,357335,5.69748e+06,95547,3.94995e+06,17426,997,1002,858,864
906624,910322,354074,354072,5.78423e+06,101963,3.73152e+06,90450,988,992,857,863
905029,906782,354092,354090,5.5651e+06,94983,3.84536e+06,17251,986,991,857,863
963754,967275,353874,353872,4.66579e+06,89814,2.86773e+06,82682,988,993,856,862
958946,962560,354066,354064,6.11087e+06,98537,3.70066e+06,90760,996,1002,858,864
966179,999309,354039,354037,5.62449e+06,97263,3.94586e+06,16960,997,1002,859,865
966152,966145,353918,353916,5.53922e+06,100024,3.17532e+06,83656,991,996,855,861
972179,972173,354067,354065,5.78122e+06,25404,4.3724e+06,17253,987,993,857,863
967127,967120,354160,354157,5.25483e+06,93360,3.58132e+06,91288,996,1002,858,864
972571,972564,354215,354213,5.3996e+06,97086,3.8429e+06,91147,992,998,856,861
966521,966514,354207,354205,4.43241e+06,87586,3.92367e+06,17545,1000,1007,858,863
939567,939560,354263,354260,5.69546e+06,96295,3.10161e+06,82463,997,1002,855,867
938027,938020,351754,351752,5.81332e+06,99862,4.18118e+06,16965,989,993,857,864
969964,969957,354393,354391,5.73065e+06,99760,3.87203e+06,92052,990,997,857,863
965904,965897,353915,353987,5.70775e+06,27587,3.83706e+06,17939,995,1001,858,863
972297,972363,354210,354322,5.69171e+06,93189,3.01965e+06,82548,992,997,854,860
967037,967030,353460,353458,5.28676e+06,96246,3.71125e+06,90321,997,1004,855,862
971992,971986,331390,331388,4.40672e+06,86312,3.94485e+06,17930,995,1001,855,860
968104,968096,343115,343113,5.89273e+06,99867,3.45276e+06,83507,990,995,857,862
1.00254e+06,1.00263e+06,352069,352077,5.26221e+06,92486,4.00442e+06,17307,988,993,856,862
983048,983056,347040,347037,5.28275e+06,25516,3.72203e+06,91288,992,998,857,863
930355,930358,354294,354292,5.35669e+06,93728,3.82722e+06,16843,999,1005,856,863
943696,943689,354281,354286,5.08533e+06,93411,3.61145e+06,85442,993,998,859,865
967006,967004,353854,353852,4.97531e+06,95276,3.38434e+06,87968,987,993,856,862
964037,964031,354103,354100,5.79333e+06,97037,4.21616e+06,17331,990,995,856,861
968619,968766,347002,346999,5.46333e+06,98981,3.82611e+06,90905,989,994,858,864
967673,967667,331933,331930,6.53599e+06,96101,3.88912e+06,22221,987,992,856,861
968432,968436,354121,354119,4.77784e+06,24505,3.954e+06,83232,993,999,858,863
970377,970383,353834,353832,5.24301e+06,96263,3.20928e+06,86411,994,1000,856,862
967511,967504,342248,342246,4.3881e+06,87672,4.19193e+06,17416,993,1000,856,862
967041,967034,352903,352901,5.65937e+06,96247,3.86501e+06,93870,1002,1009,857,863
968200,968194,348169,348166,5.90888e+06,101478,3.86131e+06,23011,997,1003,857,863
976199,976191,333940,333938,5.4452e+06,93754,4.03414e+06,80649,995,1001,857,863
989302,989294,345242,345239,3.51928e+06,22543,3.48674e+06,86632,1001,1007,856,862
983548,983540,325111,325109,5.67723e+06,88441,3.98095e+06,17338,993,998,855,861
984910,984903,352119,352116,5.37349e+06,95896,3.9617e+06,89148,989,994,855,862
986927,986965,354049,354046,5.15028e+06,95713,3.88436e+06,90413,991,996,858,863
990297,990288,352223,352220,6.16967e+06,101214,3.89156e+06,17057,990,994,855,861
988772,988776,350618,350616,5.65274e+06,27123,3.28068e+06,84484,989,994,855,860
967684,967816,353337,353334,5.61948e+06,90780,4.42925e+06,16827,989,993,856,862
994066,994086,337184,337181,5.61159e+06,100484,3.62214e+06,91276,989,993,856,862
1.08437e+06,1.08437e+06,349982,349980,6.40709e+06,95001,3.85252e+06,91048,987,992,855,861
1.13896e+06,1.13901e+06,354114,354112,3.96439e+06,90740,3.88294e+06,17149,989,994,856,862
982167,982182,353484,353481,5.74003e+06,97135,3.93903e+06,85635,993,999,856,861
966370,966372,354366,354435,5.7115e+06,102593,3.85087e+06,17249,994,1000,859,865
966696,966725,354031,354029,5.67601e+06,97302,3.80741e+06,89266,1000,1007,856,862
965618,965639,354202,354292,5.7151e+06,27401,3.72324e+06,91055,994,999,853,857
962436,962498,354145,354142,4.95786e+06,88892,3.89923e+06,17071,993,999,851,856
966571,966580,352603,352601,4.2e+06,86778,3.59051e+06,83753,999,1005,852,856
970170,970189,348684,348682,5.80902e+06,97164,3.85047e+06,17243,994,999,854,860
977598,977649,354074,354081,5.83252e+06,101716,3.65624e+06,90689,989,994,856,862
966457,966460,337225,337222,5.65856e+06,97392,3.91057e+06,17328,988,993,852,856
969945,969967,344482,344480,5.69054e+06,29330,3.89367e+06,86592,992,998,852,857
980575,980622,354164,354171,5.71167e+06,90514,3.25096e+06,87707,999,1006,855,862
975509,975516,338819,338816,5.46754e+06,96557,4.32731e+06,17136,995,1000,861,867
974413,974437,336949,336947,4.29459e+06,88922,3.18328e+06,86422,993,999,862,870
908225,908272,353163,353160,6.20039e+06,98485,4.13548e+06,16958,994,1000,856,861
944935,944937,335233,335230,5.67622e+06,96635,3.37611e+06,88036,997,1004,851,856
968455,968469,344957,344955,5.56244e+06,99766,3.61531e+06,90931,995,1000,856,862
955810,955852,354253,354251,5.88655e+06,99651,4.0136e+06,17234,988,993,857,863
968972,968975,343377,343375,5.72376e+06,27514,3.94992e+06,86920,996,1002,856,862
968356,968376,352155,352152,4.94129e+06,89719,3.85157e+06,16797,998,1005,852,857
966484,966537,352360,352358,4.2523e+06,88183,3.44765e+06,88242,995,1000,850,854
967346,967350,332932,332931,6.18974e+06,98029,3.65069e+06,90811,989,994,854,860
966927,966940,353698,353696,5.6699e+06,97104,3.8998e+06,17352,993,999,855,861
968796,968844,354270,354267,5.68398e+06,100717,3.01547e+06,82793,1000,1007,855,860
969969,969981,352853,352850,5.73941e+06,98197,4.24686e+06,17143,997,1002,849,854
969823,969837,354140,354137,5.67275e+06,27806,3.94945e+06,98776,990,995,859,866
966902,966957,354190,354188,5.30768e+06,90848,3.71392e+06,84128,988,993,861,867
966898,966891,346233,346230,5.60807e+06,96411,4.00072e+06,16923,986,991,857,863
967253,967256,354092,354090,4.73193e+06,88236,3.63941e+06,83975,988,993,856,860
967391,967406,354222,354219,5.72401e+06,100916,3.97517e+06,16929,992,998,858,865
969975,970032,353401,353398,5.71594e+06,96814,3.59561e+06,91380,1004,1011,861,868
969873,969880,354038,354036,5.58642e+06,99607,3.84745e+06,90285,995,1001,854,861
968555,968584,354064,354127,5.67606e+06,26905,3.90099e+06,17264,990,994,852,857
970771,970815,354164,354162,5.52188e+06,90272,3.16252e+06,83187,988,993,851,856
969592,969598,354045,354043,5.57286e+06,99693,4.28127e+06,17018,994,1000,851,857
969433,969449,340249,340248,4.5367e+06,89274,3.14882e+06,86505,999,1006,853,859
969089,969132,345858,345856,5.4974e+06,94390,4.09601e+06,17141,994,999,857,862
969145,969148,354177,354175,5.90727e+06,99719,3.50453e+06,88865,989,993,855,859
970091,970108,336525,336523,5.73542e+06,99190,3.57634e+06,90248,993,998,849,854
972667,972722,346537,346535,5.80179e+06,26546,3.963e+06,17043,999,1006,859,867
1.07859e+06,1.0786e+06,354125,354122,5.82612e+06,91106,3.05332e+06,83723,994,1000,863,869
1.05089e+06,1.0509e+06,334805,334803,5.22926e+06,97215,4.4723e+06,17141,989,994,859,863
1.04691e+06,1.04695e+06,348822,348820,4.4323e+06,91541,2.72556e+06,86086,996,1004,850,855
1.12196e+06,1.12197e+06,354290,354287,6.11179e+06,97211,4.24812e+06,17096,998,1004,849,854
968127,968140,344446,344444,5.67562e+06,97290,3.33702e+06,87438,1000,1007,853,859
966062,966187,351788,351785,6.74164e+06,103815,3.71488e+06,91825,996,1000,856,862
976653,976656,354064,354062,4.34364e+06,20261,4.0061e+06,16845,993,998,852,857
981856,981872,353752,353750,4.97644e+06,92988,3.00403e+06,83136,999,1006,850,854
1.0768e+06,1.07686e+06,354179,354177,5.66872e+06,97525,4.4202e+06,16851,996,1001,851,855
988412,988423,350351,350348,4.717e+06,88007,3.68329e+06,91692,989,994,859,864
987650,987653,333728,333726,5.90696e+06,100204,3.80377e+06,91019,995,1000,856,862
1.03704e+06,1.03705e+06,353836,353833,5.1079e+06,93606,3.9227e+06,17136,1034,1007,856,860
1.03466e+06,1.03467e+06,348489,348487,5.91732e+06,99814,3.95191e+06,85905,997,1001,881,854
986817,986810,317030,317027,5.68944e+06,26342,3.83514e+06,17186,988,993,855,861
981257,981254,353041,353039,5.35575e+06,93003,3.77972e+06,89057,991,997,856,863
980752,980751,348180,348177,5.68322e+06,101103,3.92942e+06,94753,998,1005,854,859
980931,980924,331142,331140,4.71218e+06,85896,3.88023e+06,17159,998,1004,854,858
971845,971837,354253,354252,5.68865e+06,97196,2.99616e+06,79660,995,1001,848,853
966345,966337,352835,352832,5.51107e+06,100218,4.48341e+06,17062,994,999,855,861
966833,966826,354149,354147,5.82535e+06,98095,3.47976e+06,91002,1000,1007,854,860
966861,966854,354174,354171,5.63535e+06,24235,3.83988e+06,91110,995,1001,852,857
966351,966343,353075,353079,5.27754e+06,92485,3.85789e+06,16666,992,998,850,855
966639,966632,354156,354154,5.6736e+06,102034,4.02456e+06,86092,998,1006,849,854
966336,966329,354140,354137,5.54729e+06,90130,3.91165e+06,16921,995,1000,854,860
966472,966465,334374,334371,5.30921e+06,96002,3.82502e+06,88799,990,995,857,864
967522,967613,341537,341534,5.67888e+06,96957,3.91207e+06,93993,997,1004,856,861
965945,965937,345439,345436,5.63297e+06,100081,3.87037e+06,17356,999,1005,850,855
968022,968045,333029,333027,5.69068e+06,28140,2.91177e+06,80546,996,1004,856,861
967752,967790,334042,334040,4.94061e+06,86785,4.32997e+06,17007,995,1000,856,863
966355,966357,338215,338212,5.58078e+06,98990,3.648e+06,91346,994,1000,853,858
930377,930389,333830,333828,4.8057e+06,87962,3.78287e+06,17561,993,999,851,855
917350,917387,340517,340520,5.57771e+06,99181,3.90463e+06,87013,998,1005,851,855
937965,937968,337225,337222,5.68109e+06,99956,3.63405e+06,88351,996,1002,858,864
962917,962927,338711,338708,5.65161e+06,95256,3.95606e+06,17869,991,997,855,861
958087,958132,354039,354036,5.70083e+06,25960,3.83164e+06,89093,995,1001,851,856
941507,941509,350833,350831,5.28738e+06,92070,3.84025e+06,90217,992,998,847,852
929978,930027,340220,340240,5.67828e+06,99856,3.79498e+06,17388,994,1000,850,856
826064,826082,353698,353696,6.64352e+06,96484,3.85113e+06,86594,993,999,860,865
865184,865233,354062,354060,3.68968e+06,89523,3.8696e+06,16957,993,999,860,867
859263,859271,354273,354270,6.10924e+06,101836,3.84384e+06,89364,993,998,856,861
853833,853845,354154,354152,5.56122e+06,96547,3.87547e+06,17287,994,1000,849,854
932930,932965,354066,354064,5.5612e+06,23782,3.83996e+06,86787,994,1000,853,859
931991,931994,354049,354046,5.56229e+06,94814,3.16581e+06,87016,994,1000,856,861
932697,932715,354174,354171,5.50758e+06,99007,4.22343e+06,17220,994,1000,856,860
916148,916179,354347,354345,6.27497e+06,93823,3.80387e+06,91014,994,1000,852,856
902051,902058,354144,354141,3.8035e+06,89913,3.86468e+06,17154,994,1000,850,855
879931,879924,354587,354584,5.77172e+06,99945,3.0995e+06,83678,993,999,855,861
872618,872659,354370,354368,5.8746e+06,102367,3.64116e+06,91430,994,1000,855,861
898834,898860,354209,354207,5.66529e+06,27578,3.96094e+06,17342,996,1001,862,869
892182,892190,354370,354598,5.63296e+06,86964,3.47526e+06,82825,993,1000,865,870
889770,889784,354174,354171,5.47974e+06,98220,3.86084e+06,17445,994,999,852,857
897802,897836,354216,354213,5.5233e+06,93764,3.59716e+06,86601,993,998,852,858
895770,895776,354341,354339,4.20919e+06,92189,3.80686e+06,16671,1001,1007,861,867
883346,883354,354249,354247,6.23916e+06,98832,3.23096e+06,87249,1005,1012,856,861
856189,856182,354337,354335,5.60389e+06,99251,3.66437e+06,90920,999,1005,852,857
893331,893362,354231,354229,5.72756e+06,97735,3.92016e+06,17265,997,1003,854,860
854845,854855,354232,354230,5.67842e+06,26904,3.63912e+06,83930,996,1001,855,861
871106,871116,354384,354383,5.15821e+06,90439,3.92076e+06,17415,996,1003,852,857
904712,904781,354429,354445,4.5867e+06,89139,3.61666e+06,90363,1002,1009,851,855
897923,897934,353962,353969,5.7175e+06,97394,3.88674e+06,91076,995,1001,848,853
904496,904507,354028,354209,5.80086e+06,101920,3.89623e+06,17154,987,992,858,865
